trump,clinton,other,undecided,start_date,end_date,observations,state
40,51,5,6,10/27/16,11/2/16,678,NJ
38,54,6,2,10/27/16,11/2/16,823,NJ
36,55,7,3,10/26/16,11/1/16,719,NJ
35,55,7,3,10/25/16,10/31/16,724,NJ
34,55,8,4,10/24/16,10/30/16,674,NJ
40,57,3,NA,10/23/16,10/29/16,353,NJ
34,54,9,3,10/20/16,10/28/16,734,NJ
34,51,NA,15,10/7/16,10/27/16,774,NJ
35,53,9,3,10/18/16,10/26/16,703,NJ
36,52,9,3,10/18/16,10/24/16,590,NJ
36,52,9,2,10/17/16,10/23/16,470,NJ
40,57,3,NA,10/16/16,10/23/16,355,NJ
32,53,NA,15,9/30/16,10/20/16,906,NJ
40,51,4,5,10/12/16,10/16/16,579,NJ
35,49,12,5,10/12/16,10/16/16,293,NJ
39,57,4,NA,10/9/16,10/16/16,338,NJ
32,50,NA,18,9/23/16,10/13/16,1084,NJ
39,57,4,NA,10/2/16,10/9/16,339,NJ
34,49,NA,17,9/16/16,10/6/16,595,NJ
41,55,4,NA,9/19/16,10/2/16,568,NJ
40,46,9,5,9/22/16,9/29/16,638,NJ
34,47,NA,19,9/9/16,9/29/16,606,NJ
40,56,4,NA,9/12/16,9/25/16,560,NJ
32,50,NA,18,9/2/16,9/22/16,953,NJ
33,49,NA,18,8/26/16,9/15/16,982,NJ
29,50,15,7,9/6/16,9/10/16,726,NJ
35,59,6,1,9/6/16,9/10/16,718,NJ
38,53,NA,9,8/9/16,9/1/16,912,NJ
34,49,11,5,8/9/16,9/1/16,912,NJ
32,44,15,9,6/22/16,6/26/16,349,NJ
31,52,5,11,6/22/16,6/26/16,363,NJ
34,49,8,8,5/31/16,6/3/16,1194,NJ
34,38,11,17,5/23/16,5/27/16,703,NJ
31,37,15,16,5/23/16,5/27/16,703,NJ
37,48,7,8,5/18/16,5/22/16,702,NJ
38,45,3,13,5/10/16,5/16/16,1989,NJ
36,50,11,3,4/1/16,4/8/16,738,NJ
38,40,4,2,11/1/16,11/7/16,749,NM
38,47,15,NA,10/30/16,11/6/16,330,NM
36,40,6,2,10/30/16,11/6/16,768,NM
38,41,NA,21,10/17/16,11/6/16,275,NM
36,41,4,2,10/29/16,11/4/16,810,NM
40,45,3,2,11/1/16,11/3/16,504,NM
36,41,4,3,10/28/16,11/3/16,794,NM
42,45,NA,13,10/14/16,11/3/16,271,NM
43,46,3,1,11/1/16,11/2/16,1102,NM
35,40,4,3,10/27/16,11/2/16,820,NM
31,39,2,7,10/28/16,11/1/16,567,NM
34,42,3,2,10/26/16,11/1/16,900,NM
34,44,3,2,10/25/16,10/31/16,987,NM
33,45,1,2,10/24/16,10/30/16,892,NM
44,50,5,NA,10/23/16,10/29/16,322,NM
35,43,2,1,10/20/16,10/28/16,1141,NM
34,42,2,2,10/18/16,10/26/16,1175,NM
34,41,2,2,10/18/16,10/24/16,1095,NM
33,41,3,1,10/17/16,10/23/16,958,NM
44,51,5,NA,10/16/16,10/23/16,320,NM
44,51,6,NA,10/9/16,10/16/16,324,NM
39,50,NA,10,10/8/16,10/16/16,889,NM
33,41,5,2,10/8/16,10/16/16,889,NM
36,44,NA,20,9/23/16,10/13/16,263,NM
43,51,6,NA,10/2/16,10/9/16,330,NM
36,49,NA,15,9/16/16,10/6/16,263,NM
33,46,4,3,9/28/16,10/2/16,594,NM
45,50,5,NA,9/19/16,10/2/16,507,NM
34,44,14,8,9/27/16,9/29/16,501,NM
31,35,3,6,9/27/16,9/29/16,501,NM
45,50,6,NA,9/12/16,9/25/16,488,NM
37,51,NA,13,8/9/16,9/1/16,1788,NM
29,37,5,4,8/9/16,9/1/16,1788,NM
31,40,4,9,8/19/16,8/21/16,1103,NM
33,41,NA,12,5/13/16,5/15/16,802,NM
43,45,NA,3,11/1/16,11/7/16,1207,NV
42,42,3,9,11/4/16,11/6/16,387,NV
46,49,5,NA,10/30/16,11/6/16,323,NV
43,44,NA,3,10/30/16,11/6/16,1124,NV
42,45,NA,13,10/17/16,11/6/16,571,NV
43,42,NA,4,10/29/16,11/4/16,1092,NV
44,43,NA,4,10/28/16,11/3/16,1016,NV
42,47,NA,11,10/14/16,11/3/16,551,NV
46,45,2,4,11/1/16,11/2/16,1793,NV
44,43,NA,4,10/27/16,11/2/16,937,NV
45,48,NA,7,10/31/16,11/1/16,688,NV
38,45,2,7,10/28/16,11/1/16,892,NV
45,45,3,4,10/28/16,11/1/16,600,NV
49,43,2,1,10/27/16,11/1/16,790,NV
51,45,4,0,10/27/16,11/1/16,790,NV
43,42,NA,4,10/26/16,11/1/16,994,NV
42,43,NA,3,10/25/16,10/31/16,1010,NV
48,44,1,3,10/30/16,10/30/16,787,NV
43,43,NA,3,10/24/16,10/30/16,887,NV
46,48,6,NA,10/23/16,10/29/16,314,NV
44,43,NA,2,10/20/16,10/28/16,1104,NV
40,40,NA,20,10/7/16,10/27/16,391,NV
44,44,NA,2,10/18/16,10/26/16,1041,NV
45,45,9,1,10/20/16,10/24/16,707,NV
43,43,3,2,10/20/16,10/24/16,707,NV
44,44,NA,2,10/18/16,10/24/16,967,NV
41,48,1,4,10/20/16,10/23/16,800,NV
45,44,NA,2,10/17/16,10/23/16,816,NV
45,48,6,NA,10/16/16,10/23/16,319,NV
47,44,2,3,10/20/16,10/22/16,1332,NV
42,46,2,4,10/20/16,10/22/16,826,NV
43,48,NA,9,9/30/16,10/20/16,562,NV
40,47,3,3,10/14/16,10/17/16,413,NV
45,49,6,NA,10/9/16,10/16/16,319,NV
46,47,NA,7,10/8/16,10/16/16,884,NV
44,40,5,2,10/8/16,10/16/16,884,NV
44,46,2,0,10/10/16,10/15/16,698,NV
46,50,3,0,10/10/16,10/15/16,698,NV
40,46,5,4,10/12/16,10/14/16,996,NV
41,43,3,9,10/10/16,10/13/16,600,NV
39,41,NA,20,9/23/16,10/13/16,641,NV
43,43,6,8,10/10/16,10/11/16,1010,NV
43,47,NA,10,10/10/16,10/11/16,986,NV
45,48,7,NA,10/2/16,10/9/16,320,NV
42,46,NA,12,9/16/16,10/6/16,620,NV
41,44,NA,7,9/27/16,10/2/16,700,NV
44,47,4,6,9/27/16,10/2/16,700,NV
47,47,6,NA,9/19/16,10/2/16,536,NV
38,44,5,6,9/27/16,9/29/16,500,NV
44,42,NA,14,9/9/16,9/29/16,580,NV
46,47,7,NA,9/12/16,9/25/16,540,NV
45,45,NA,10,9/2/16,9/22/16,542,NV
43,40,4,3,9/18/16,9/20/16,704,NV
46,42,7,4,9/18/16,9/20/16,704,NV
42,42,3,4,9/10/16,9/19/16,400,NV
42,39,3,4,9/16/16,9/18/16,800,NV
41,38,NA,21,8/26/16,9/15/16,549,NV
42,40,3,10,9/12/16,9/14/16,398,NV
44,42,1,6,9/11/16,9/13/16,406,NV
44,45,7,3,9/6/16,9/8/16,627,NV
42,41,4,4,9/6/16,9/8/16,627,NV
42,45,NA,13,9/6/16,9/7/16,815,NV
43,48,NA,10,8/9/16,9/1/16,2776,NV
37,40,6,6,8/9/16,9/1/16,2776,NV
42,44,5,5,8/15/16,8/17/16,500,NV
41,43,5,6,8/2/16,8/5/16,993,NV
40,41,4,5,7/29/16,7/31/16,750,NV
43,38,4,7,7/22/16,7/24/16,750,NV
41,45,NA,8,7/7/16,7/10/16,408,NV
47,45,4,4,6/11/16,6/20/16,300,NV
44,44,1,3,6/11/16,6/20/16,300,NV
47,42,11,NA,5/24/16,5/25/16,1637,NV
44,41,8,NA,5/24/16,5/25/16,1637,NV
44,41,NA,14,11/10/15,11/16/15,628,NV
32,57,9,2,11/1/16,11/7/16,2208,NY
38,59,4,NA,10/30/16,11/6/16,458,NY
31,58,9,2,10/30/16,11/6/16,2132,NY
33,51,NA,16,10/17/16,11/6/16,1383,NY
34,51,8,7,11/3/16,11/4/16,617,NY
32,58,9,2,10/29/16,11/4/16,2131,NY
32,57,9,2,10/28/16,11/3/16,1949,NY
34,56,NA,10,10/14/16,11/3/16,1443,NY
32,58,9,2,10/27/16,11/2/16,1755,NY
33,57,9,2,10/26/16,11/1/16,1645,NY
33,56,10,1,10/25/16,10/31/16,1734,NY
33,57,9,2,10/24/16,10/30/16,1561,NY
38,58,4,NA,10/23/16,10/29/16,403,NY
32,57,8,2,10/20/16,10/28/16,1630,NY
30,52,NA,18,10/7/16,10/27/16,989,NY
32,57,9,2,10/18/16,10/26/16,1480,NY
31,58,9,2,10/18/16,10/24/16,1169,NY
30,58,9,2,10/17/16,10/23/16,882,NY
38,59,4,NA,10/16/16,10/23/16,424,NY
30,54,NA,16,9/30/16,10/20/16,886,NY
30,54,10,6,10/13/16,10/17/16,611,NY
38,59,4,NA,10/9/16,10/16/16,404,NY
27,53,NA,20,9/23/16,10/13/16,986,NY
38,58,4,NA,10/2/16,10/9/16,418,NY
31,55,NA,14,9/16/16,10/6/16,1437,NY
40,57,4,NA,9/19/16,10/2/16,701,NY
29,49,NA,22,9/9/16,9/29/16,1259,NY
39,57,4,NA,9/12/16,9/25/16,724,NY
33,57,8,2,9/21/16,9/23/16,676,NY
31,52,14,3,9/21/16,9/23/16,676,NY
34,53,NA,13,9/2/16,9/22/16,1113,NY
30,51,12,7,9/11/16,9/15/16,600,NY
30,53,NA,17,8/26/16,9/15/16,1089,NY
35,57,NA,9,8/9/16,9/1/16,1405,NY
31,51,13,5,8/9/16,9/1/16,1405,NY
27,57,3,13,8/7/16,8/10/16,717,NY
25,50,16,9,8/7/16,8/10/16,717,NY
36,53,10,NA,8/4/16,8/8/16,1717,NY
34,48,18,NA,8/4/16,8/8/16,1717,NY
35,47,3,14,7/13/16,7/17/16,1104,NY
33,45,11,12,7/13/16,7/17/16,1104,NY
31,54,NA,16,6/22/16,6/28/16,803,NY
31,52,NA,17,5/22/16,5/26/16,825,NY
30,56,NA,15,4/24/16,4/27/16,802,NY
36,55,NA,9,4/15/16,4/17/16,1047,NY
35,55,NA,10,4/7/16,4/10/16,1403,NY
32,61,NA,7,4/6/16,4/10/16,1987,NY
35,51,NA,14,4/5/16,4/10/16,1306,NY
36,54,NA,10,4/6/16,4/7/16,864,NY
37,53,2,8,4/4/16,4/7/16,1403,NY
33,53,2,11,3/22/16,3/29/16,1667,NY
36,55,NA,10,3/14/16,3/16/16,768,NY
34,57,NA,10,2/28/16,3/3/16,800,NY
32,57,NA,11,1/31/16,2/3/16,930,NY
45,42,3,3,11/1/16,11/7/16,2860,OH
48,47,5,NA,10/30/16,11/6/16,345,OH
45,42,2,3,10/30/16,11/6/16,2530,OH
46,47,NA,7,10/17/16,11/6/16,775,OH
47,48,2,NA,10/27/16,11/5/16,1151,OH
46,45,4,2,11/2/16,11/4/16,1189,OH
46,42,2,2,10/29/16,11/4/16,2393,OH
43,40,7,2,10/31/16,11/3/16,1194,OH
46,41,2,2,10/28/16,11/3/16,2004,OH
45,47,NA,8,10/14/16,11/3/16,787,OH
45,44,3,3,11/1/16,11/2/16,2557,OH
46,41,2,3,10/27/16,11/2/16,1728,OH
46,41,3,5,10/27/16,11/1/16,589,OH
47,44,2,7,10/27/16,11/1/16,589,OH
45,42,2,2,10/26/16,11/1/16,1586,OH
45,40,2,4,10/25/16,10/31/16,1823,OH
48,43,1,5,10/30/16,10/30/16,1187,OH
44,41,3,4,10/24/16,10/30/16,1585,OH
47,50,3,NA,10/23/16,10/29/16,339,OH
45,40,3,4,10/20/16,10/28/16,1980,OH
45,45,NA,10,10/7/16,10/27/16,649,OH
45,40,2,4,10/18/16,10/26/16,2173,OH
45,40,3,4,10/18/16,10/24/16,1951,OH
46,40,2,3,10/17/16,10/23/16,1627,OH
47,50,4,NA,10/16/16,10/23/16,349,OH
46,42,2,6,10/20/16,10/22/16,1971,OH
43,43,NA,14,9/30/16,10/20/16,2687,OH
45,45,2,6,10/17/16,10/19/16,500,OH
45,45,2,2,10/10/16,10/16/16,624,OH
48,47,1,4,10/10/16,10/16/16,624,OH
46,50,4,NA,10/9/16,10/16/16,344,OH
48,46,NA,6,10/8/16,10/16/16,1307,OH
44,41,4,2,10/8/16,10/16/16,1307,OH
48,44,3,0,10/10/16,10/15/16,774,OH
50,47,4,0,10/10/16,10/15/16,774,OH
43,42,NA,15,9/23/16,10/13/16,2192,OH
45,45,8,3,10/10/16,10/12/16,724,OH
42,41,5,3,10/10/16,10/12/16,724,OH
41,44,8,7,10/6/16,10/12/16,1200,OH
39,43,4,6,10/6/16,10/12/16,1200,OH
38,48,NA,14,10/9/16,10/11/16,1152,OH
34,43,3,10,10/9/16,10/11/16,1152,OH
39,44,2,9,10/7/16,10/10/16,1304,OH
46,50,4,NA,10/2/16,10/9/16,341,OH
42,46,4,3,10/5/16,10/7/16,997,OH
43,44,2,6,10/5/16,10/6/16,782,OH
47,48,NA,4,10/5/16,10/6/16,782,OH
40,43,3,5,10/3/16,10/6/16,812,OH
43,46,NA,11,10/3/16,10/6/16,812,OH
43,46,NA,11,9/16/16,10/6/16,822,OH
42,44,2,6,10/1/16,10/4/16,405,OH
42,44,1,6,9/27/16,10/2/16,800,OH
44,46,5,5,9/27/16,10/2/16,800,OH
47,42,1,4,9/27/16,10/2/16,497,OH
49,46,1,4,9/27/16,10/2/16,497,OH
49,48,4,NA,9/19/16,10/2/16,548,OH
43,44,NA,13,9/9/16,9/29/16,769,OH
49,48,4,NA,9/12/16,9/25/16,554,OH
37,40,4,2,9/15/16,9/22/16,652,OH
40,43,NA,16,9/15/16,9/22/16,652,OH
43,46,NA,11,9/2/16,9/22/16,550,OH
42,37,4,11,9/18/16,9/20/16,737,OH
45,40,1,13,9/18/16,9/20/16,737,OH
41,39,4,4,9/10/16,9/19/16,400,OH
44,47,NA,9,8/26/16,9/15/16,625,OH
42,39,2,13,9/12/16,9/14/16,500,OH
48,43,6,3,9/9/16,9/12/16,802,OH
44,39,3,5,9/9/16,9/12/16,802,OH
46,41,4,1,9/7/16,9/12/16,769,OH
50,46,3,0,9/7/16,9/12/16,769,OH
39,46,4,4,9/7/16,9/9/16,994,OH
46,45,3,6,8/29/16,9/7/16,775,OH
41,37,4,5,8/29/16,9/7/16,775,OH
46,43,NA,11,8/9/16,9/1/16,2543,OH
40,37,4,7,8/9/16,9/1/16,2543,OH
42,46,NA,12,8/26/16,8/27/16,1134,OH
39,43,0,8,8/18/16,8/21/16,402,OH
40,46,4,4,8/17/16,8/19/16,997,OH
38,43,10,9,8/3/16,8/7/16,889,OH
35,39,5,9,8/3/16,8/7/16,889,OH
45,49,2,4,7/30/16,8/7/16,812,OH
42,44,4,3,7/30/16,8/7/16,812,OH
42,39,2,10,7/22/16,7/24/16,1334,OH
45,45,NA,10,7/22/16,7/24/16,1334,OH
44,44,NA,12,7/18/16,7/20/16,500,OH
39,43,1,13,7/18/16,7/20/16,500,OH
40,44,11,5,7/13/16,7/15/16,1104,OH
41,41,4,14,6/30/16,7/11/16,955,OH
37,36,7,13,6/30/16,7/11/16,955,OH
39,39,11,10,7/5/16,7/10/16,848,OH
35,38,6,12,7/5/16,7/10/16,848,OH
47,46,7,NA,6/27/16,6/28/16,1270,OH
38,41,9,11,6/22/16,6/28/16,599,OH
40,44,NA,16,6/22/16,6/23/16,708,OH
48,47,3,2,6/11/16,6/20/16,300,OH
41,41,1,4,6/11/16,6/20/16,300,OH
40,40,6,14,6/8/16,6/19/16,971,OH
36,38,5,13,6/8/16,6/19/16,971,OH
39,45,NA,16,5/18/16,5/22/16,679,OH
33,38,9,20,5/18/16,5/22/16,679,OH
39,44,NA,17,5/16/16,5/19/16,992,OH
43,39,3,14,4/27/16,5/8/16,1042,OH
42,45,NA,14,4/26/16,4/27/16,799,OH
42,48,NA,10,3/4/16,3/10/16,2052,OH
40,45,NA,15,3/4/16,3/6/16,1248,OH
43,50,6,0,3/2/16,3/6/16,884,OH
44,42,2,12,2/16/16,2/20/16,1539,OH
39,37,20,4,2/11/16,2/20/16,825,OH
42,43,3,12,9/25/15,10/5/15,1180,OH
38,43,4,16,8/7/15,8/18/15,1096,OH
57,32,10,2,11/1/16,11/7/16,1271,OK
63,34,4,NA,10/30/16,11/6/16,323,OK
56,32,10,2,10/30/16,11/6/16,1116,OK
61,30,NA,9,10/17/16,11/6/16,664,OK
57,31,10,2,10/29/16,11/4/16,1050,OK
56,32,10,2,10/28/16,11/3/16,905,OK
60,30,NA,10,10/14/16,11/3/16,652,OK
56,32,10,2,10/27/16,11/2/16,737,OK
55,32,11,2,10/26/16,11/1/16,519,OK
54,31,12,2,10/25/16,10/31/16,472,OK
57,30,11,2,10/24/16,10/30/16,430,OK
63,33,4,NA,10/23/16,10/29/16,321,OK
57,30,10,3,10/20/16,10/28/16,528,OK
52,36,NA,12,10/7/16,10/27/16,842,OK
55,31,11,3,10/18/16,10/26/16,573,OK
56,32,10,2,10/18/16,10/24/16,493,OK
57,32,8,2,10/17/16,10/23/16,423,OK
63,34,4,NA,10/16/16,10/23/16,318,OK
60,30,5,6,10/18/16,10/20/16,530,OK
51,36,NA,13,9/30/16,10/20/16,589,OK
63,34,4,NA,10/9/16,10/16/16,317,OK
51,36,NA,13,9/23/16,10/13/16,647,OK
62,34,5,NA,10/2/16,10/9/16,319,OK
53,33,NA,14,9/16/16,10/6/16,638,OK
65,32,4,NA,9/19/16,10/2/16,508,OK
54,31,NA,15,9/9/16,9/29/16,590,OK
64,32,4,NA,9/12/16,9/25/16,506,OK
55,30,NA,15,9/2/16,9/22/16,547,OK
51,36,6,8,9/13/16,9/15/16,515,OK
53,32,NA,15,8/26/16,9/15/16,498,OK
57,33,NA,10,8/9/16,9/1/16,1041,OK
49,26,20,4,8/9/16,9/1/16,1041,OK
53,29,7,11,7/20/16,7/25/16,398,OK
35,50,5,2,11/1/16,11/7/16,1595,OR
43,51,6,NA,10/30/16,11/6/16,319,OR
35,51,5,3,10/30/16,11/6/16,1483,OR
37,47,NA,16,10/17/16,11/6/16,636,OR
35,51,4,3,10/29/16,11/4/16,1415,OR
36,51,4,3,10/28/16,11/3/16,1150,OR
38,47,NA,15,10/14/16,11/3/16,626,OR
36,51,3,3,10/27/16,11/2/16,934,OR
36,51,3,3,10/26/16,11/1/16,809,OR
36,51,4,2,10/25/16,10/31/16,743,OR
36,51,4,2,10/24/16,10/30/16,614,OR
34,41,10,11,10/25/16,10/29/16,504,OR
43,50,6,NA,10/23/16,10/29/16,313,OR
35,50,4,3,10/20/16,10/28/16,658,OR
38,46,NA,16,10/7/16,10/27/16,621,OR
33,52,4,3,10/18/16,10/26/16,660,OR
32,51,5,3,10/18/16,10/24/16,576,OR
32,50,5,3,10/17/16,10/23/16,470,OR
43,51,6,NA,10/16/16,10/23/16,314,OR
37,46,NA,17,9/30/16,10/20/16,824,OR
43,51,7,NA,10/9/16,10/16/16,324,OR
36,46,9,4,10/4/16,10/14/16,608,OR
36,43,8,7,10/6/16,10/13/16,600,OR
37,47,NA,16,9/23/16,10/13/16,616,OR
38,48,4,5,10/10/16,10/12/16,654,OR
43,51,7,NA,10/2/16,10/9/16,320,OR
36,51,NA,13,9/16/16,10/6/16,626,OR
39,47,2,8,10/4/16,10/4/16,1248,OR
45,50,5,NA,9/19/16,10/2/16,502,OR
33,45,3,11,9/29/16,10/1/16,605,OR
38,48,NA,14,9/9/16,9/29/16,583,OR
44,51,6,NA,9/12/16,9/25/16,508,OR
41,44,NA,15,9/2/16,9/22/16,505,OR
41,44,NA,15,8/26/16,9/15/16,687,OR
28,43,10,8,9/2/16,9/7/16,610,OR
25,38,11,17,9/1/16,9/6/16,517,OR
36,55,NA,9,8/9/16,9/1/16,877,OR
32,47,7,3,8/9/16,9/1/16,877,OR
40,43,3,8,7/9/16,7/13/16,701,OR
32,46,NA,22,6/23/16,6/27/16,555,OR
44,42,NA,13,5/10/16,5/13/16,657,OR
32,43,11,15,5/6/16,5/9/16,901,OR
43,46,3,3,11/1/16,11/7/16,2845,PA
47,48,5,NA,10/30/16,11/6/16,390,PA
42,47,3,2,10/30/16,11/6/16,2685,PA
45,48,NA,7,10/17/16,11/6/16,955,PA
43,45,4,4,11/3/16,11/5/16,931,PA
42,48,7,3,10/30/16,11/4/16,405,PA
40,44,5,5,10/30/16,11/4/16,405,PA
43,46,3,2,10/29/16,11/4/16,2691,PA
43,46,2,2,10/28/16,11/3/16,2454,PA
44,48,NA,8,10/14/16,11/3/16,984,PA
45,46,2,3,11/1/16,11/2/16,2683,PA
45,47,4,3,11/1/16,11/2/16,1016,PA
42,47,2,3,10/27/16,11/2/16,2177,PA
44,48,NA,8,10/31/16,11/1/16,1050,PA
43,45,3,6,10/31/16,11/1/16,681,PA
44,48,2,3,10/29/16,11/1/16,403,PA
43,48,3,2,10/27/16,11/1/16,612,PA
44,50,1,4,10/27/16,11/1/16,612,PA
44,48,2,1,10/27/16,11/1/16,799,PA
46,51,3,0,10/27/16,11/1/16,799,PA
42,48,2,2,10/26/16,11/1/16,2078,PA
41,49,2,2,10/25/16,10/31/16,2255,PA
43,45,1,6,10/30/16,10/30/16,1249,PA
38,49,2,7,10/26/16,10/30/16,652,PA
41,49,2,3,10/24/16,10/30/16,2108,PA
46,50,4,NA,10/23/16,10/29/16,366,PA
40,48,5,2,10/26/16,10/28/16,1091,PA
42,47,3,2,10/20/16,10/28/16,2512,PA
46,48,NA,6,10/7/16,10/27/16,705,PA
41,46,9,3,10/20/16,10/26/16,420,PA
39,45,6,3,10/20/16,10/26/16,420,PA
42,48,2,2,10/18/16,10/26/16,2506,PA
39,46,4,6,10/23/16,10/25/16,824,PA
42,49,1,9,10/23/16,10/25/16,824,PA
42,48,3,2,10/18/16,10/24/16,2131,PA
43,46,3,2,10/17/16,10/23/16,1709,PA
46,50,4,NA,10/16/16,10/23/16,371,PA
42,45,1,7,10/20/16,10/22/16,1997,PA
39,49,NA,12,9/30/16,10/20/16,1022,PA
39,45,7,9,10/6/16,10/17/16,1467,PA
38,45,3,8,10/6/16,10/17/16,1467,PA
41,47,2,4,10/10/16,10/16/16,660,PA
45,51,1,4,10/10/16,10/16/16,660,PA
46,50,4,NA,10/9/16,10/16/16,380,PA
42,51,NA,7,10/8/16,10/16/16,1449,PA
40,46,3,3,10/8/16,10/16/16,1449,PA
42,46,NA,12,9/23/16,10/13/16,2271,PA
42,51,3,4,10/7/16,10/11/16,806,PA
39,48,4,3,10/7/16,10/11/16,806,PA
38,47,2,7,10/7/16,10/10/16,1457,PA
40,44,3,8,10/4/16,10/9/16,764,PA
47,49,5,NA,10/2/16,10/9/16,369,PA
40,48,3,4,10/5/16,10/7/16,997,PA
39,51,7,3,10/3/16,10/6/16,709,PA
37,49,5,3,10/3/16,10/6/16,709,PA
43,49,NA,8,9/16/16,10/6/16,890,PA
40,50,3,2,9/30/16,10/3/16,402,PA
36,48,9,7,9/28/16,10/2/16,813,PA
38,47,0,9,9/28/16,10/2/16,496,PA
41,45,3,6,9/27/16,10/2/16,535,PA
43,48,1,8,9/27/16,10/2/16,535,PA
50,46,4,NA,9/19/16,10/2/16,649,PA
42,45,NA,13,9/9/16,9/29/16,938,PA
39,45,2,8,9/27/16,9/28/16,886,PA
44,49,NA,6,9/27/16,9/28/16,886,PA
44,45,3,1,9/20/16,9/25/16,771,PA
47,50,3,0,9/20/16,9/25/16,771,PA
48,47,5,NA,9/12/16,9/25/16,605,PA
41,44,11,4,9/19/16,9/23/16,486,PA
38,40,7,6,9/19/16,9/23/16,486,PA
41,42,3,11,9/12/16,9/23/16,420,PA
46,46,NA,8,9/2/16,9/22/16,709,PA
38,46,3,4,9/10/16,9/19/16,400,PA
38,47,11,4,9/12/16,9/16/16,405,PA
32,40,8,7,9/12/16,9/16/16,405,PA
44,46,NA,10,8/26/16,9/15/16,776,PA
43,48,3,5,8/29/16,9/7/16,778,PA
39,44,4,4,8/29/16,9/7/16,778,PA
37,45,5,6,8/30/16,9/2/16,1091,PA
43,47,NA,10,8/9/16,9/1/16,2861,PA
38,41,4,5,8/9/16,9/1/16,2861,PA
42,47,NA,11,8/30/16,8/31/16,814,PA
40,48,2,4,8/26/16,8/29/16,402,PA
40,47,6,7,8/25/16,8/29/16,496,PA
38,41,2,13,8/25/16,8/29/16,736,PA
43,48,NA,9,8/26/16,8/27/16,1194,PA
37,48,9,6,8/3/16,8/7/16,834,PA
36,45,4,6,8/3/16,8/7/16,834,PA
42,52,1,5,7/30/16,8/7/16,815,PA
39,48,3,3,7/30/16,8/7/16,815,PA
37,47,8,8,7/31/16,8/4/16,772,PA
37,46,3,7,7/31/16,8/4/16,772,PA
38,49,6,8,7/29/16,8/1/16,389,PA
34,47,3,10,7/29/16,8/1/16,661,PA
42,45,2,8,7/29/16,7/31/16,1505,PA
45,49,NA,5,7/29/16,7/31/16,1505,PA
41,50,NA,9,7/25/16,7/27/16,500,PA
37,46,3,10,7/25/16,7/27/16,500,PA
43,41,4,13,6/30/16,7/11/16,982,PA
40,34,6,11,6/30/16,7/11/16,982,PA
36,45,13,6,7/5/16,7/10/16,829,PA
35,43,4,9,7/5/16,7/10/16,829,PA
47,48,5,NA,6/27/16,6/28/16,1958,PA
42,46,NA,11,6/22/16,6/23/16,980,PA
39,49,8,5,6/11/16,6/20/16,300,PA
32,45,3,5,6/11/16,6/20/16,300,PA
41,42,3,14,6/8/16,6/19/16,950,PA
36,39,5,11,6/8/16,6/19/16,950,PA
40,41,3,11,6/3/16,6/5/16,1106,PA
42,43,2,12,4/27/16,5/8/16,1077,PA
39,54,NA,7,4/18/16,4/20/16,2606,PA
44,44,2,9,4/4/16,4/7/16,1607,PA
42,45,3,10,3/30/16,4/4/16,1737,PA
33,46,11,10,3/14/16,3/20/16,828,PA
35,43,4,19,3/1/16,3/11/16,421,PA
40,45,NA,15,3/1/16,3/2/16,662,PA
45,43,NA,13,10/8/15,10/11/15,1012,PA
